"TableName","TablePurpose","Ownership","ColumnOrdinal","ColumnName","SqlType","Nullable","KeyRole","DefaultDefinition","IndexNames","ProductionRows","ProductionNonNullRows","ProductionFillPercent","AgentStrongReferences","AgentTokenReferences","DevAppStrongReferences","DevAppTokenReferences","ProdAppStrongReferences","ProdAppTokenReferences","AllStrongReferences","AllTokenReferences","DataSensitivity","Assessment","MigrationRecommendation","Note"
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","28","entra_logon_hoursago","int","True","","","","7179","5760","80.23","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","29","ad_logon_hoursago","int","True","","","","7179","6390","89.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","30","ad_enabled","bit","True","","","","7179","6390","89.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","31","ad_ou","varchar(8000)","True","","","","7179","6390","89.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","32","ad_email","varchar(8000)","True","","","","7179","6379","88.86","0","0","1","3","0","2","1","5","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","33","ad_mobile","varchar(8000)","True","","","","7179","5042","70.23","0","0","0","2","0","2","0","4","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","34","Manager","varchar(8000)","True","","","","7179","7099","98.89","0","0","0","2","0","2","0","4","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","35","ad_whencreated","datetime2(7)","True","","","","7179","6390","89.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","36","ad_import_data","datetime","True","","","","7179","6390","89.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","37","contracts_import_data","datetime","True","","","","7179","7179","100","0","0","1","1","0","0","1","1","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","38","contracts_first_imported","datetime","True","","","","7179","7179","100","0","0","1","1","0","0","1","1","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","1","Persoonsnummer","varchar(8000)","True","","","","1321","1321","100","0","0","10","10","11","11","21","21","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","2","Volgnummer_contract","bigint","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","3","ExternalID","varchar(8000)","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","4","Medewerker","varchar(8000)","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","5","Persoonsnummer_leidinggevende","varchar(8000)","True","","","","1321","1318","99.77","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","6","Medewerkernummer_leidinggevende","varchar(8000)","True","","","","1321","1318","99.77","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","7","Persoonsnummer_VervangendLeidinggevende","varchar(8000)","True","","","","1321","44","3.33","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","8","Medewerkernummer_VervangendLeidinggevende","varchar(8000)","True","","","","1321","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","9","Naam","varchar(8000)","True","","","","1321","1321","100","0","6","0","1","6","7","6","14","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","10","Begindatum_contract","datetime2(7)","True","","","","1321","1321","100","0","0","1","1","0","0","1","1","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","11","Einddatum_contract","datetime2(7)","True","","","","1321","461","34.9","0","0","1","1","0","0","1","1","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","12","Dienstbetrekking","varchar(8000)","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","13","Dienstverband","bigint","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","14","Type_contract","varchar(8000)","True","","","","1321","1319","99.85","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","15","Begindatum_functie","datetime2(7)","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","16","Einddatum_functie","datetime2(7)","True","","","","1321","522","39.52","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","17","Functie_code","varchar(8000)","True","","","","1321","1321","100","0","0","2","2","1","1","3","3","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","18","Functie_omschrijving","varchar(8000)","True","","","","1321","1321","100","0","0","2","4","1","3","3","7","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","19","Organisatorische_eenheid_code","varchar(8000)","True","","","","1321","1321","100","0","0","2","4","1","3","3","7","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","20","Organisatorische_eenheid_omschrijving","varchar(8000)","True","","","","1321","1321","100","0","0","3","5","1","3","4","8","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","21","FTE","float","True","","","","1321","1319","99.85","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","22","Uren_per_week","float","True","","","","1321","1319","99.85","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","23","Parttime_percentage","float","True","","","","1321","1319","99.85","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","24","Kostenplaats_code","varchar(8000)","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","25","Kostenplaats_omschrijving","varchar(8000)","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"WIJ_AFAS_Employments","Extern AFAS-dienstverbandbroncontract.","External source contract","26","Soort_medewerker","varchar(8000)","True","","","","1321","1321","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
